The calculated value of log(A) is :
-2.158106	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	
0.239790	-2.158106	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	
0.239790	0.239790	-2.158106	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	
0.239790	0.239790	0.239790	-2.158106	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	
0.239790	0.239790	0.239790	0.239790	-2.158106	0.239790	0.239790	0.239790	0.239790	0.239790	
0.239790	0.239790	0.239790	0.239790	0.239790	-2.158106	0.239790	0.239790	0.239790	0.239790	
0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	-2.158106	0.239790	0.239790	0.239790	
0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	-2.158106	0.239790	0.239790	
0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	-2.158106	0.239790	
0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	0.239790	-2.158106	
